Model ID | Has SFconvert PRs | Has Merged PRs | Has Open PRs | Discussions Disabled | Not Found
facebook/hubert-base-ls960 | True | False | True | False | False
rmihaylov/bert-base-bg | True | False | True | False | False
leondz/refutation_detector_distilbert | True | True | True | False | False
chanind/frame-semantic-transformer-base | True | False | True | False | False
M-CLIP/XLM-Roberta-Large-Vit-B-32 | True | False | True | False | False
sudo-ai/zero123plus-v1.1 | False | False | False | True | False
togethercomputer/GPT-JT-6B-v1 | True | False | True | False | False
nickmuchi/yolos-small-finetuned-license-plate-detection | True | False | True | False | False
Ghani-25/LF_enrich_sim | True | False | True | False | False
biu-nlp/f-coref | True | False | True | False | False
HuggingFaceM4/tiny-random-LlamaForCausalLM | True | False | True | False | False
CIDAS/clipseg-rd64-refined | True | True | True | False | False
opensearch-project/opensearch-neural-sparse-encoding-v1 | True | True | False | False | False
indolem/indobert-base-uncased | False | False | False | False | False
flair/ner-multi-fast | False | False | False | False | False
dbmdz/bert-base-turkish-128k-uncased | True | True | False | False | False
julien-c/dummy-diff-tokenizer | True | False | True | False | False
lllyasviel/control_v11f1e_sd15_tile | False | False | False | False | False
haoranxu/ALMA-7B-Pretrain | True | False | True | False | False
lmsys/vicuna-7b-v1.3 | True | False | True | False | False
neulab/codebert-java | True | False | True | False | False
Helsinki-NLP/opus-mt-et-en | True | False | True | False | False
trl-internal-testing/tiny-random-MBartForConditionalGeneration | False | False | False | False | True
MBZUAI/GLaMM-GranD-Pretrained | True | False | True | False | False
snunlp/KR-SBERT-V40K-klueNLI-augSTS | True | False | True | False | False
ahotrod/electra_large_discriminator_squad2_512 | True | False | True | False | False
FreedomIntelligence/AceGPT-7B | True | False | True | False | False
microsoft/swinv2-tiny-patch4-window16-256 | True | False | True | False | False
trl-internal-testing/tiny-random-PegasusXForConditionalGeneration | False | False | False | False | True
haisongzhang/roberta-tiny-cased | True | False | True | False | False
bionlp/bluebert_pubmed_mimic_uncased_L-24_H-1024_A-16 | True | False | True | False | False
facebook/opt-125m | True | False | True | False | False
adrianjoheni/translation-model-opus | True | False | True | False | False
Narasimha/hinglish-distilbert | True | False | True | False | False
yanshaoshow/cc_domain_classifier | True | False | True | False | False
cross-encoder/stsb-distilroberta-base | True | True | False | False | False
google/mt5-xxl | False | False | False | False | False
PM-AI/bi-encoder_msmarco_bert-base_german | True | True | False | False | False
facebook/wav2vec2-xls-r-300m | True | False | True | False | False
ramsrigouthamg/t5_paraphraser | True | False | True | False | False
facebook/wav2vec2-conformer-rel-pos-large | True | False | True | False | False
naver/splade-cocondenser-ensembledistil | True | False | True | False | False
microsoft/Orca-2-7b | True | False | True | False | False
argmaxinc/whisperkit-coreml | False | False | False | False | False
google/bigbird-pegasus-large-arxiv | True | False | True | False | False
google/bit-50 | True | False | True | False | False
nvidia/segformer-b3-finetuned-cityscapes-1024-1024 | True | False | True | False | False
cognitivecomputations/dolphin-2.6-mixtral-8x7b | True | False | True | False | False
imageomics/bioclip | False | False | False | False | False
Salesforce/codegen2-16B_P | True | False | True | False | False
citizenlab/twitter-xlm-roberta-base-sentiment-finetunned | True | False | True | False | False
openai/clip-vit-large-patch14-336 | True | False | True | False | False
facebook/contriever-msmarco | True | False | True | False | False
EleutherAI/llemma_7b | True | False | True | False | False
asahi417/tner-xlm-roberta-base-ontonotes5 | True | False | True | False | False
tokyotech-llm/Swallow-70b-hf | True | False | True | False | False
facebook/convnext-base-224-22k | True | False | True | False | False
dandelin/vilt-b32-mlm | True | False | True | False | False
TencentARC/PhotoMaker | False | False | False | False | False
TencentARC/QA-CLIP-ViT-B-16 | True | False | True | False | False
wisdomik/QuiltNet-B-16-PMB | False | False | False | False | False
stablediffusionapi/sdxl-unstable-diffusers-y | False | False | False | False | False
dccuchile/bert-base-spanish-wwm-uncased | True | False | True | False | False
teknium/OpenHermes-2-Mistral-7B | True | False | True | False | False
mmaaz60/LLaVA-7B-Lightening-v1-1 | True | False | True | False | False
google/metricx-23-qe-large-v2p0 | True | False | True | False | False
vinvino02/glpn-kitti | True | False | True | False | False
huggingface-course/codeparrot-ds | True | False | True | False | False
mrm8488/distiluse-base-multilingual-cased-v2-finetuned-stsb_multi_mt-es | True | False | True | False | False
keepitreal/vietnamese-sbert | True | False | True | False | False
dccuchile/bert-base-spanish-wwm-cased | True | False | True | False | False
microsoft/mdeberta-v3-base | True | False | True | False | False
SeanLee97/angle-bert-base-uncased-nli-en-v1 | True | False | True | False | False
facebook/contriever | True | False | True | False | False
OpenAssistant/falcon-7b-sft-top1-696 | True | False | True | False | False
OpenAssistant/oasst-rm-2.1-pythia-1.4b-epoch-2.5 | True | False | True | False | False
jonatasgrosman/wav2vec2-large-xlsr-53-greek | True | False | True | False | False
nvidia/mit-b0 | True | False | True | False | False
google/tapas-base-finetuned-wtq | True | False | True | False | False
google/electra-small-discriminator | True | False | True | False | False
KBNIT/KoSOLAR-10.7B-QLoRA-NEFTune-kolon-v0.1 | True | False | True | False | False
cross-encoder/nli-deberta-v3-xsmall | True | True | False | False | False
EleutherAI/gpt-j-6b | True | False | True | False | False
liuhaotian/llava-v1.5-7b | True | False | True | False | False
ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli | True | False | True | False | False
jinaai/jina-reranker-v2-base-multilingual | True | True | False | False | False
trl-internal-testing/tiny-random-BartForConditionalGeneration | False | False | False | False | True
microsoft/layoutlmv2-large-uncased | True | False | True | False | False
openmmlab/upernet-convnext-small | True | False | True | False | False
google/t5-v1_1-xl | True | False | True | False | False
dacorvo/mnist-mlp | True | True | False | False | False
huggingface/informer-tourism-monthly | True | False | True | False | False
facebook/wav2vec2-base-100h | True | False | True | False | False
Helsinki-NLP/opus-mt-id-en | True | False | True | False | False
lucadiliello/BLEURT-20-D12 | True | False | True | False | False
ckpt/ModelScope | False | False | False | False | False
huggingface/autoformer-tourism-monthly | False | False | False | False | False
google/vit-large-patch16-224 | True | False | True | False | False
StanfordAIMI/stanford-deidentifier-base | True | False | True | False | False
stablediffusionapi/darkblueaphrodite-nsfw-he | True | True | False | False | False
microsoft/deberta-xlarge-mnli | True | False | True | False | False
facebook/wav2vec2-large | True | False | True | False | False
vinai/vinai-translate-vi2en-v2 | True | False | True | False | False
Systran/faster-whisper-medium.en | False | False | False | False | False
lmsys/longchat-13b-16k | True | False | True | False | False
potsawee/deberta-v3-large-mnli | True | False | True | False | False
google/muril-base-cased | True | False | True | False | False
jonatasgrosman/wav2vec2-large-xlsr-53-german | True | False | True | False | False
mosaicml/mpt-7b-instruct | True | False | True | False | False
infgrad/stella-base-en-v2 | True | False | True | False | False
nguyenvulebinh/wav2vec2-base-vi | True | False | True | False | False
jhgan/ko-sbert-nli | True | False | True | False | False
roneneldan/TinyStories-8M | True | False | True | False | False
uer/sbert-base-chinese-nli | True | False | True | False | False
vinai/bertweet-large | True | False | True | False | False
facebook/opt-13b | True | False | True | False | False
Supabase/gte-small | True | False | True | False | False
datamol-io/safe-gpt | True | False | True | False | False
corrius/cross-encoder-mmarco-mMiniLMv2-L12-H384-v1 | True | False | True | False | False
TheBloke/Llama-2-7B-fp16 | True | False | True | False | False
tohoku-nlp/bert-base-japanese | True | False | True | False | False
urchade/gliner_multi-v2.1 | True | False | True | False | False
stablediffusionapi/rev-animated | False | False | False | False | False
shi-labs/oneformer_ade20k_swin_tiny | True | False | True | False | False
facebook/DiT-XL-2-256 | False | False | False | False | False
Helsinki-NLP/opus-mt-vi-en | True | False | True | False | False
Systran/faster-whisper-small.en | False | False | False | False | False
MBZUAI/LaMini-GPT-124M | True | False | True | False | False
lmsys/vicuna-7b-v1.5-16k | True | False | True | False | False
hamzab/roberta-fake-news-classification | True | False | True | False | False
trl-internal-testing/tiny-random-ProphetNetForConditionalGeneration | False | False | False | False | True
guillaumekln/faster-whisper-base | False | False | False | False | False
microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract-fulltext | True | False | True | False | False
flax-sentence-embeddings/all_datasets_v4_MiniLM-L6 | True | False | True | False | False
absa/classifier-rest-0.2 | False | False | False | False | False
pierreguillou/ner-bert-base-cased-pt-lenerbr | True | False | True | False | False
cross-encoder/stsb-roberta-base | True | True | False | False | False
yiyanghkust/finbert-pretrain | True | False | True | False | False
abbasgolestani/ag-nli-DeTS-sentence-similarity-v4 | True | False | True | False | False
maywell/Synatra-7B-v0.3-dpo | True | False | True | False | False
joeddav/xlm-roberta-large-xnli | True | True | False | False | False
Helsinki-NLP/opus-mt-fr-en | True | False | True | False | False
laion/CLIP-convnext_xxlarge-laion2B-s34B-b82K-augreg-soup | True | False | True | False | False
jinaai/jina-embedding-l-en-v1 | True | False | True | False | False
Sakil/sentence_similarity_semantic_search | True | False | True | False | False
sweetcocoa/pop2piano | True | False | True | False | False
microsoft/swinv2-tiny-patch4-window8-256 | True | False | True | False | False
Lajavaness/sentence-flaubert-base | True | True | False | False | False
Rostlab/prot_t5_xl_uniref50 | True | False | True | False | False
mlc-ai/Llama-2-7b-chat-hf-q4f32_1-MLC | False | False | False | False | False
larryvrh/mt5-translation-ja_zh | True | False | True | False | False
pierluigic/xl-lexeme | True | False | True | False | False
MAGAer13/mplug-owl2-llama2-7b | True | False | True | False | False
ibm-granite/granite-3b-code-instruct-accelerator | False | False | False | False | False
tuner007/pegasus_paraphrase | True | False | True | False | False
microsoft/Florence-2-large | False | False | False | False | False
abhijit2111/Pic2Story | True | False | True | False | False
stanfordnlp/stanza-en | False | False | False | False | False
google/byt5-small | True | False | True | False | False
DopeorNope/COKAL-DPO_test-v2-13b | False | False | False | False | False
facebook/metaclip-b32-400m | True | False | True | False | False
ai4bharat/indicwav2vec-hindi | True | False | True | False | False
apple/DFN2B-CLIP-ViT-L-14 | True | False | True | False | False
microsoft/deberta-base | True | False | True | False | False
microsoft/Florence-2-base | False | False | False | False | False
dmis-lab/biosyn-sapbert-bc2gn | True | False | True | False | False
sebastian-hofstaetter/colbert-distilbert-margin_mse-T2-msmarco | True | False | True | False | False
apple/DFN5B-CLIP-ViT-H-14-378 | True | False | True | False | False
facebook/wav2vec2-large-xlsr-53-german | True | False | True | False | False
Helsinki-NLP/opus-mt-ru-es | True | False | True | False | False
Salesforce/codet5p-770m | True | False | True | False | False
hubert233/GPTFuzz | True | True | True | False | False
fxmarty/tiny-testing-falcon-alibi | True | False | True | False | False
trl-internal-testing/tiny-random-MarianMTModel | False | False | False | False | True
soleimanian/financial-roberta-large-sentiment | True | False | True | False | False
facebook/dpr-ctx_encoder-single-nq-base | True | False | True | False | False
SpanBERT/spanbert-base-cased | True | False | True | False | False
google/pegasus-cnn_dailymail | True | False | True | False | False
xlnet/xlnet-large-cased | True | False | True | False | False
SpanBERT/spanbert-large-cased | True | False | True | False | False
facebook/wav2vec2-large-es-voxpopuli | True | False | True | False | False
4bit/llava-v1.5-7b-5GB | False | False | False | False | False
mucai/vip-llava-7b | True | False | True | False | False
flair/ner-english-fast | False | False | False | False | False
Seungyoun/codellama-7b-instruct-pad | True | False | True | False | False
navteca/ms-marco-MiniLM-L-6-v2 | True | False | True | False | False
ProsusAI/finbert | True | False | True | False | False
microsoft/wavlm-base-sv | True | False | True | False | False
uclanlp/plbart-base | True | False | True | False | False
allenai/longformer-base-4096 | True | False | True | False | False
microsoft/deberta-v2-xlarge-mnli | True | False | True | False | False
LanguageBind/LanguageBind_Video_FT | True | False | True | False | False
microsoft/deberta-v3-xsmall | True | False | True | False | False
facebook/wav2vec2-large-robust | True | False | True | False | False
guillaumekln/faster-whisper-large-v2 | False | False | False | False | False
DeepPavlov/rubert-base-cased-conversational | True | False | True | False | False
cecchiara/bert-finetuned-squad-accelerate | True | False | True | False | False
trl-internal-testing/tiny-random-GPTNeoXForCausalLM | False | False | False | False | True
dbmdz/bert-base-turkish-cased | True | True | False | False | False
deepseek-ai/deepseek-coder-1.3b-base | True | False | True | False | False
sentence-transformers/LaBSE | True | True | False | False | False
facebook/mbart-large-50 | True | False | True | False | False
facebook/esm1v_t33_650M_UR90S_1 | True | False | True | False | False
facebook/rag-token-nq | True | False | True | False | False
westlake-repl/SaProt_35M_AF2 | True | False | True | False | False
nlpconnect/vit-gpt2-image-captioning | True | False | True | False | False
yikuan8/Clinical-Longformer | True | False | True | False | False
Systran/faster-whisper-base | False | False | False | False | False
Rostlab/prot_bert_bfd | True | False | True | False | False
Salesforce/blip-itm-large-coco | True | False | True | False | False
TurkuNLP/eccobert-base-cased-v1 | True | True | False | False | False
sbintuitions/sarashina2-7b | True | False | True | False | False
trl-internal-testing/tiny-random-M2M100ForConditionalGeneration | False | False | False | False | True
pyannote/embedding | False | False | False | True | False
microsoft/DialoGPT-large | True | False | True | False | False
sdadas/mmlw-roberta-large | True | True | False | False | False
HuggingFaceM4/siglip-so400m-14-384 | True | False | True | False | False
m3hrdadfi/hubert-base-persian-speech-gender-recognition | True | False | True | False | False
echarlaix/tiny-random-mistral | True | False | True | False | False
prajjwal1/bert-medium | True | False | True | False | False
charsiu/g2p_multilingual_byT5_tiny_16_layers_100 | True | False | True | False | False
nvidia/mit-b5 | True | False | True | False | False
facebook/mask2former-swin-tiny-ade-semantic | True | False | True | False | False
ai4bharat/IndicBART | True | False | True | False | False
facebook/xlm-roberta-xxl | True | False | True | False | False
Helsinki-NLP/opus-mt-tc-big-en-tr | True | False | True | False | False
google/byt5-xl | True | False | True | False | False
facebook/fasttext-en-vectors | False | False | False | False | False
MahmoodLab/CONCH | False | False | False | False | False
patrickvonplaten/t5-tiny-random | True | False | True | False | False
stablediffusionapi/realistic-inpaint | False | False | False | False | False
dmis-lab/biobert-base-cased-v1.1 | True | False | True | False | False
echarlaix/tiny-random-stable-diffusion-xl | False | False | False | False | False
flair/ner-english | False | False | False | False | False
jonatasgrosman/wav2vec2-large-xlsr-53-french | True | False | True | False | False
Helsinki-NLP/opus-mt-en-da | True | False | True | False | False
nisten/Biggie-SmoLlm-0.15B-Base | True | False | True | False | False
Salesforce/codet5-base-multi-sum | True | False | True | False | False
facebook/metaclip-b32-fullcc2.5b | True | False | True | False | False
ckiplab/bert-base-chinese | True | False | True | False | False
nicky007/stable-diffusion-logo-fine-tuned | False | False | False | False | False
PrunaAI/Phi-3-mini-128k-instruct-GGUF-Imatrix-smashed | False | False | False | False | False
unitary/unbiased-toxic-roberta | True | False | True | False | False
facebook/musicgen-large | True | False | True | False | False
PlanTL-GOB-ES/RoBERTalex | True | False | True | False | False
marianna13/bert-multilingual-sentiment | True | False | True | False | False
facebook/hubert-xlarge-ll60k | True | False | True | False | False
stablediffusionapi/queratogray-sketch | False | False | False | False | False
kenhktsui/fineweb-edu-fasttext-classifier | False | False | False | False | False
lucadiliello/BLEURT-20 | True | False | True | False | False
dmis-lab/biobert-v1.1 | True | False | True | False | False
openbmb/cpm-ant-10b | True | False | True | False | False
Helsinki-NLP/opus-mt-nl-en | True | False | True | False | False
abeja/gpt-neox-japanese-2.7b | True | False | True | False | False
princeton-nlp/Sheared-LLaMA-2.7B | True | False | True | False | False
deutsche-telekom/gbert-large-paraphrase-cosine | True | False | True | False | False
neulab/codebert-cpp | True | False | True | False | False
cardiffnlp/twitter-xlm-roberta-base | True | False | True | False | False
numind/NuNER_Zero | True | False | True | False | False
nvidia/segformer-b5-finetuned-cityscapes-1024-1024 | True | False | True | False | False
castorini/monot5-base-msmarco-10k | True | False | True | False | False
openlm-research/open_llama_3b_v2 | True | False | True | False | False
bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12 | True | False | True | False | False
ElKulako/cryptobert | True | False | True | False | False
elyza/ELYZA-japanese-Llama-2-7b | True | False | True | False | False
microsoft/DialogRPT-updown | True | False | True | False | False
nvidia/segformer-b4-finetuned-ade-512-512 | True | False | True | False | False
google/bigbird-roberta-base | True | False | True | False | False
allenai/unifiedqa-t5-small | True | False | True | False | False
guillaumekln/faster-whisper-medium | False | False | False | False | False
LTP/small | False | False | False | False | False
JuliusAlphonso/distilbert-plutchik | True | False | True | False | False
LTP/base1 | False | False | False | False | False
allenai/uio2-xl-bfloat16 | True | False | True | False | False
tavakolih/all-MiniLM-L6-v2-pubmed-full | True | False | True | False | False
joeddav/distilbert-base-uncased-go-emotions-student | True | False | True | False | False
stablediffusionapi/albedobase-xl-20 | True | False | True | False | False
unc-nlp/lxmert-base-uncased | True | False | True | False | False
facebook/mbart-large-cc25 | True | False | True | False | False
stablediffusionapi/anything-midjourney | False | False | False | False | False
flair/ner-french | False | False | False | False | False
dandelin/vilt-b32-finetuned-vqa | True | False | True | False | False
allenai/biomed_roberta_base | True | False | True | False | False
KDHyun08/TAACO_STS | True | False | True | False | False
facebook/wav2vec2-large-lv60 | True | False | True | False | False
MBZUAI/LaMini-T5-738M | True | False | True | False | False
Yiwen-ntu/MeshAnything | False | False | False | False | False
google/efficientnet-b2 | True | False | True | False | False
elyza/ELYZA-japanese-Llama-2-7b-instruct | True | False | True | False | False
nlp-waseda/roberta-base-japanese-with-auto-jumanpp | True | False | True | False | False
Gryphe/MythoMax-L2-13b | True | False | True | False | False
firqaaa/indo-sentence-bert-base | True | False | True | False | False
facebook/esmfold_v1 | True | False | True | False | False
jonatasgrosman/wav2vec2-large-xlsr-53-spanish | True | False | True | False | False
friedrichor/stable-diffusion-2-1-realistic | True | False | True | False | False
inceptionai/jais-13b | True | False | True | False | False
Helsinki-NLP/opus-mt-da-de | True | False | True | False | False
Helsinki-NLP/opus-mt-ROMANCE-en | True | False | True | False | False
facebook/opt-66b | True | False | True | False | False
google/mobilebert-uncased | True | False | True | False | False
h2oai/h2ogpt-gm-oasst1-en-2048-falcon-7b-v3 | True | False | True | False | False
Helsinki-NLP/opus-mt-en-ROMANCE | True | False | True | False | False
cross-encoder/nli-distilroberta-base | True | True | False | False | False
MU-NLPC/whisper-small-audio-captioning | True | False | True | False | False
myshell-ai/MeloTTS-French | False | False | False | False | False
microsoft/deberta-v2-xlarge | True | False | True | False | False
genne/otter3.1.4n_7B | True | False | True | False | False
hubertsiuzdak/snac_24khz | True | False | True | False | False
FacebookAI/xlm-roberta-large-finetuned-conll02-dutch | True | False | True | False | False
tohoku-nlp/bert-base-japanese-char | True | False | True | False | False
Open-Orca/OpenOrca-Platypus2-13B | True | False | True | False | False
mlc-ai/gemma-2b-it-q4f16_1-MLC | False | False | False | False | False
akreal/tiny-random-mbart | True | False | True | False | False
embaas/sentence-transformers-e5-large-v2 | True | False | True | False | False
nlpaueb/bert-base-uncased-eurlex | True | False | True | False | False
ybelkada/random-tiny-BertGenerationModel | True | False | True | False | False
cardiffnlp/twitter-roberta-base-irony | True | False | True | False | False
facebook/bart-large-xsum | True | False | True | False | False
microsoft/graphcodebert-base | True | False | True | False | False
vinai/PhoGPT-4B-Chat | False | False | False | True | False
sshleifer/tiny-gpt2 | True | False | True | False | False
Kwai-Kolors/Kolors-IP-Adapter-Plus | True | False | True | False | False
ai-forever/rugpt3small_based_on_gpt2 | True | False | True | False | False
facebook/wav2vec2-large-960h | True | False | True | False | False
SZTAKI-HLT/hubert-base-cc | True | True | False | False | False
naver/splade-cocondenser-selfdistil | True | False | True | False | False
uer/gpt2-chinese-cluecorpussmall | True | False | True | False | False
facebook/convnext-tiny-224 | True | False | True | False | False
Voicelab/trurl-2-7b | True | False | True | False | False
jonatasgrosman/wav2vec2-large-xlsr-53-japanese | True | False | True | False | False
internlm/internlm2-7b | True | False | True | False | False
prajjwal1/bert-small | True | False | True | False | False
microsoft/infoxlm-large | True | False | True | False | False
textattack/distilbert-base-uncased-imdb | True | False | True | False | False
emrecan/bert-base-turkish-cased-mean-nli-stsb-tr | True | False | True | False | False
google/metricx-23-large-v2p0 | True | False | True | False | False
Lin-Chen/ShareGPT4V-7B_Pretrained_vit-large336-l12 | True | False | True | False | False
cl-nagoya/sup-simcse-ja-large | True | False | True | False | False
jonatasgrosman/wav2vec2-large-xlsr-53-italian | True | False | True | False | False
prithivida/Splade_PP_en_v1 | False | False | False | True | False
KBLab/wav2vec2-large-xlsr-53-swedish | True | False | True | False | False
michiyasunaga/BioLinkBERT-base | True | False | True | False | False
FredZhang7/google-safesearch-mini-v2 | False | False | False | False | False
echarlaix/tiny-mpt-random-remote-code | True | False | True | False | False
Helsinki-NLP/opus-mt-en-zh | True | False | True | False | False
persiannlp/mt5-base-parsinlu-opus-translation_fa_en | True | False | True | False | False
facebook/m2m100_418M | True | False | True | False | False
BAAI/AltCLIP | True | False | True | False | False
monologg/bert-base-cased-goemotions-original | True | False | True | False | False
basel/ATTACK-BERT | True | False | True | False | False
vennify/t5-base-grammar-correction | True | False | True | False | False
timm/vit_large_patch14_clip_336.openai | False | False | False | False | False
BAAI/bge-m3 | True | False | True | False | False
sshleifer/tiny-marian-en-de | True | False | True | False | False
facebook/deit-tiny-patch16-224 | True | False | True | False | False
AUTOMATIC/promptgen-lexart | True | False | True | False | False
sshleifer/tiny-dbmdz-bert-large-cased-finetuned-conll03-english | True | False | True | False | False
cross-encoder/ms-marco-TinyBERT-L-2-v2 | True | True | False | False | False
bigcode/santacoder | True | False | True | False | False
lmsys/longchat-7b-v1.5-32k | True | False | True | False | False
openclimatefix/pvnet_v2_summation | False | False | False | False | False
TheBloke/Wizard-Vicuna-30B-Uncensored-fp16 | True | False | True | False | False
Jiqing/tiny-random-tvp | True | False | True | False | False
naver/efficient-splade-VI-BT-large-doc | True | False | True | False | False
Langboat/Mengzi3-8B-Base | False | False | False | False | False
Helsinki-NLP/opus-mt-sv-en | True | False | True | False | False
colorfulscoop/sbert-base-ja | True | False | True | False | False
naver-clova-ix/donut-base-finetuned-cord-v2 | True | False | True | False | False
sshleifer/tiny-mbart | True | False | True | False | False
tner/roberta-large-ontonotes5 | True | False | True | False | False
google/muril-large-cased | True | False | True | False | False
apple/DFN2B-CLIP-ViT-B-16 | False | False | False | False | False
replit/replit-code-v1-3b | True | False | True | False | False
ai4bharat/indic-bert | True | False | True | False | False
indobenchmark/indobert-base-p1 | True | False | True | False | False
KoichiYasuoka/bert-base-thai-upos | True | False | False | False | False
laion/larger_clap_general | True | False | True | False | False
google/long-t5-tglobal-base | True | False | True | False | False
jeffwan/mmarco-mMiniLMv2-L12-H384-v1 | True | False | True | False | False
AIDA-UPM/star | True | False | True | False | False
RishuD7/finetune_base_bge_pretrained_v4 | True | False | True | False | False
transformer3/H2-keywordextractor | True | False | True | False | False
anas-awadalla/mpt-1b-redpajama-200b | True | False | True | False | False
ybelkada/hubert-tiny-random | True | False | True | False | False
DeepFloyd/t5-v1_1-xxl | True | False | True | False | False
Hate-speech-CNERG/dehatebert-mono-portugese | True | False | True | False | False
yujiepan/tiny-random-swin-patch4-window7-224 | True | True | False | False | False
castorini/tct_colbert-v2-hnp-msmarco | True | False | True | False | False
ahmedrachid/FinancialBERT-Sentiment-Analysis | True | False | True | False | False
ai-forever/mGPT | True | False | True | False | False
sebastian-hofstaetter/distilbert-dot-tas_b-b256-msmarco | True | False | True | False | False
DeepPavlov/distilrubert-small-cased-conversational | True | False | True | False | False
ncbi/MedCPT-Cross-Encoder | True | False | True | False | False
openskyml/midjourney-mini | False | False | False | True | False
bonadossou/afrolm_active_learning | True | False | True | False | False
google/t5-v1_1-base | True | False | True | False | False
Helsinki-NLP/opus-mt-gem-gem | True | False | True | False | False
microsoft/deberta-v3-large | True | False | True | False | False
amberoad/bert-multilingual-passage-reranking-msmarco | True | False | True | False | False
KoboldAI/OPT-6B-nerys-v2 | True | False | True | False | False
FinanceInc/auditor_sentiment_finetuned | True | False | True | False | False
yulet1de/hentaidiffusion | False | False | False | False | False
Helsinki-NLP/opus-mt-en-hi | True | False | True | False | False
nboost/pt-tinybert-msmarco | True | False | True | False | False
internlm/internlm-xcomposer2-4khd-7b | True | False | True | False | False
albert/albert-xxlarge-v1 | True | False | True | False | False
inceptionai/jais-30b-chat-v3 | True | False | True | False | False
headlesstech/semantic_xlmr | True | False | True | False | False
gvs/wav2vec2-large-xlsr-malayalam | True | False | True | False | False
openthaigpt/openthaigpt-1.0.0-beta-13b-chat-hf | True | False | True | False | False
ybelkada/tiny-wav2vec2-stable-ln | True | False | True | False | False
hyunwoongko/ctrlsum-cnndm | True | False | True | False | False
DeepMount00/GLiNER_ITA_LARGE | False | False | False | False | False
nreimers/MiniLMv2-L6-H384-distilled-from-BERT-Large | True | False | True | False | False
Helsinki-NLP/opus-mt-mt-en | True | False | True | False | False
bigcode/starencoder | True | False | True | False | False
jackhhao/jailbreak-classifier | True | False | True | False | False
openaccess-ai-collective/tiny-mistral | True | False | True | False | False
NbAiLab/nb-sbert-base | True | True | False | False | False
facebook/nllb-200-distilled-600M | True | False | True | False | False
akreal/tiny-random-BloomForCausalLM | True | False | True | False | False
microsoft/layoutlmv3-large | True | False | True | False | False
cross-encoder/ms-marco-TinyBERT-L-6 | True | True | False | False | False
openai/clip-vit-base-patch32 | True | False | True | False | False
allegro/plt5-large | True | False | True | False | False
trl-internal-testing/tiny-random-OPTForCausalLM | False | False | False | False | True
depth-anything/Depth-Anything-V2-Large | False | False | False | False | False
THUDM/cogvlm2-llama3-chat-19B-int4 | True | False | True | False | False
marcmendez-aily/BertMeshTerms | True | False | True | False | False
timdettmers/guanaco-33b-merged | False | False | False | False | False
cross-encoder/nli-deberta-base | True | True | False | False | False
hubx-ml/disney | False | False | False | True | False
illuin/tiny-random-MistralForCausalLM | True | False | True | False | False
csebuetnlp/banglat5_nmt_en_bn | True | False | True | False | False
facebook/rag-token-base | True | False | True | False | False
tomh/toxigen_roberta | True | False | True | False | False
google/fnet-base | True | False | True | False | False
yarongef/DistilProtBert | True | False | True | False | False
dbmdz/electra-base-italian-xxl-cased-discriminator | True | True | False | False | False
openchat/openchat_3.5 | True | False | True | False | False
Kaeri-Jenti/llama-2-koen-13b-v1.2 | True | False | True | False | False
google/bert_uncased_L-12_H-768_A-12 | True | False | True | False | False
allenai/ivila-row-layoutlm-finetuned-s2vl-v2 | True | False | True | False | False
valentinafeve/yolos-fashionpedia | True | False | True | False | False
Systran/faster-whisper-tiny | False | False | False | False | False
facebook/incoder-1B | True | False | True | False | False
nateraw/bert-base-uncased-emotion | True | False | True | False | False
knowledgator/gliner-multitask-large-v0.5 | True | False | True | False | False
mrrubino/wav2vec2-large-xlsr-53-l2-arctic-phoneme | True | False | True | False | False
google/mt5-xl | True | False | True | False | False
GAIR/Abel-7B-002 | True | False | True | False | False
internlm/internlm-chat-7b | True | False | True | False | False
indonesian-nlp/wav2vec2-indonesian-javanese-sundanese | True | False | True | False | False
prithivida/parrot_fluency_model | False | False | False | True | False
shibing624/text2vec-base-chinese-paraphrase | True | True | False | False | False
clefourrier/graphormer-base-pcqm4mv2 | False | False | False | False | False
sanali209/nsfwfilter | True | False | True | False | False

Summary Statistics:
--------------------
Total models checked: 1404
Repositories not found: 19 (1.35%)
Models with discussions disabled: 23 (1.64%)
Models with SFconvertbot PRs: 1191 (84.83%)
Models with merged PRs: 83 (5.91%)
Models with open PRs: 1113 (79.27%)
